,Text,Sentiment,Date,Favorites,Retweets,Mentions,HashTags
11,#Exchange #NewYorkStockExchange #NYSE #TheBigBoard #DowJonesIndustrialAverage #DJIA #DJI #StockMarketIndex #StockMarket #SandPGlobal #CMEGroup #NASDAQ #JapanExchangeGroup #ShanghaiStockExchange #Euronext #LondonStockExchange #HongKongStockExchange #ShenzhenStockExchange #TMXGroup,neutral,2020-05-29 14:16:43+00:00,0,0,,#Exchange #NewYorkStockExchange #NYSE #TheBigBoard #DowJonesIndustrialAverage #DJIA #DJI #StockMarketIndex #StockMarket #SandPGlobal #CMEGroup #NASDAQ #JapanExchangeGroup #ShanghaiStockExchange #Euronext #LondonStockExchange #HongKongStockExchange #ShenzhenStockExchange #TMXGroup
12,Dow Jones. Still valid. #stocks #trading #StockMarket #DJI ,neutral,2020-05-29 13:57:39+00:00,0,0,,#stocks #trading #StockMarket #DJI
13,Stock futures fall ahead of Trump's announcement on China. What will Mr. President do? #Markets #Stocks $SPX $SPY $ES_F $IXIC $QQQ $DJI,negative,2020-05-29 07:23:24+00:00,0,0,,#Markets #Stocks
14,Momentum could be a less-profitable strategy in the stock market #Stocks #Markets $SPX $ES_F $SPY $IXIC $QQQ $DJI ,negative,2020-05-29 07:15:28+00:00,1,0,,#Stocks #Markets
15,"When the stock market corrects. #BTC is going to feel the effects. Could be fun... So stay safe, looks pretty toppy when you look at the DJI and SPX",negative,2020-05-29 06:28:39+00:00,1,3,,#BTC #BTC
16,Today's stock market action had more decliners than advancers and sold off pretty aggressively late in the day. Everyone has a hair-trigger impulse to sell. Could get ugly if everyone decides to head for the exits at the same time.. #stocks #NYSE #TSX $SPY $DJI $NDX,negative,2020-05-28 22:41:11+00:00,0,0,,#stocks #NYSE #TSX
17,"For all of us wondering, why can't FED just keep printing more money. There is a point in time where they will have to stop giving stimulus, buying bonds and stocks. $SPY $DJI #Dow #NASDAQ #investing #StockMarket ",negative,2020-05-28 16:38:31+00:00,1,3,,#Dow #NASDAQ #investing #StockMarket
18,Another 2.1 million file jobless claims this week. The total now is 41 million Americans. $SPY $DJI #StockMarket $QQQ #investing,negative,2020-05-28 16:16:26+00:00,0,0,,#StockMarket #investing
19,"Why? Democrats also have investments in the stock market. Or do you think people out of work, out of unemployment benefits, and having no health insurance will continue to believe ""The economy is doing great!"" because the DJI is up?",negative,2020-05-28 16:13:59+00:00,0,0,,
20,"Now would be a good time to notice that the Stock Market is a shit indicator of the Economy If you owned any stock listed in the DJI only a year, you're likely to still have ROI on it. Meanwhile, unemployment is the highest it's ever been. And it's only the first wave of C19. ",negative,2020-05-28 14:44:51+00:00,0,0,,
21,#DJI That 12M candle is mind-blowing #stockmarket #dowjones #investing #stockstotrade,neutral,2020-05-28 12:11:15+00:00,1,6,,#DJI #stockmarket #dowjones #investing #stockstotrade
22,"3rd time the Charm ? Market bottoms right before UE claims bottom. When I first saw the picture on the right I was dubious. From the way things played out, the data was right. Only If I had listened to the data #StockMarket #SP500 #DJI #Bitcoin",negative,2020-05-28 01:59:29+00:00,0,0,,#StockMarket #SP500 #DJI #Bitcoin #Bitcoin
23,Even the stock market knows we were played!!! The DJI is roaring back!!!,positive,2020-05-27 21:10:08+00:00,22,45,,
24,A license to print money = Stock Market rally $DJI ,positive,2020-05-27 19:59:29+00:00,2,3,,
25,Taking profit in yesterday's $IWM long to close out this pairs trade for another win-win! $SPY $DJI #trading #investing #stocks #markets #StockMarket #SwingTrading #DayTrading,positive,2020-05-27 17:06:08+00:00,0,2,,#trading #investing #stocks #markets #StockMarket #SwingTrading #DayTrading
26,$SPY $SPX $QQQ $IWM $DJI $AAPL $TSLA $FB $AMZN $GS $JPM $BAC $C $GOOGL $SPOT $XLE $BA $BABA $UVXY $LYFT $CMG #ES_F #StockMarket ,neutral,2020-05-27 15:51:39+00:00,0,0,,#ES_F #StockMarket
27,"The Stock Market clearly no longer reflects the economy. Unemployment is skyrocketing. Bankruptcies are skyrocketing. Only the ""investor class"" is doing well, which is driving the market. P.S. the DJI started at 25,007 and went up 23 points today to 25,030. Not a big gain.",negative,2020-05-27 02:26:29+00:00,0,0,,
28,Itâ€™s true! It takes a certain type of man to admit when a woman knows more especially when it comes to the #stockmarket Yes the job is too fun sometimes Especially when I get to mix in my #geekmode too thatâ€™s the best #business #stockmarket #technology $dji $spy,neutral,2020-05-26 22:56:47+00:00,15,185,,#stockmarket #geekmode #business #stockmarket #technology
29,"$SPY $SPX $DJI WHEN THE SHOESHINE BOYS TALK STOCKS IT WAS A GREAT SELL SIGNAL: JOE KENNEDY, a famous rich guy in his day, exited the stock market in timely fashion after a shoeshine boy gave him some stock tips. He fig... ",negative,2020-05-26 20:43:26+00:00,0,0,,
30,#Stockmarket RALLY with #Dow 500pts+ Crossing 25k #Tuesday S&amp;P500 crosses 3k #Reopening rallied #Travel stocks including: #Cruiselines #Airlines #Casino #stocks Meantime #NewYork #StockExchange reopens with the Dow celebrating 124 years this week $dji #foxnews,positive,2020-05-26 20:37:31+00:00,12,57,,#Stockmarket #Dow #Tuesday #Reopening #Travel #Cruiselines #Airlines #Casino #stocks #NewYork #StockExchange #foxnews
31,There is no better proof that the stock market has NOTHING to do with the economy than to watch the DJI tick upwards DESPITE the worse economy since the depression.,negative,2020-05-26 19:24:31+00:00,1,3,,
32,My thoughts keep coming back to this chart. As the real economy has crashed in Venezuela the stock market went through the roof due to gov policy. Is this what is happening to the U.S? $SPY $SPX $DOW $DJI ,negative,2020-05-26 18:24:44+00:00,0,0,,
33,Stock Market News: Why Shares of Cruise Companies Are Soaring as Moderna Plunges @themotleyfool #stocks $RCL $CCL $NVAX $NCLH $^DJI $^GSPC $MRK $^IXIC $MRNA,neutral,2020-05-26 16:31:02+00:00,0,0,@themotleyfool,#stocks
34,#DowJones #DJI #markets #StockMarket #live #trade #trading,neutral,2020-05-26 15:33:05+00:00,0,0,,#DowJones #DJI #markets #StockMarket #live #trade #trading
35," excited ! looks like a solid day in the stock markets today! DOW over 25k FTSE 100 over 6k .. S&amp;P over 3k #Markets .. DJI right now +2,76%",positive,2020-05-26 15:31:37+00:00,0,0,,#Markets
36,"Although the outlook is becoming increasingly gloomy and a global wave of bankruptcies and occasional national bankruptcies are to be expected, the stock market is still celebrating with champagne and ignoring reality. A rogue who thinks evil #DAX #DJI #stocks #NDX",negative,2020-05-26 10:53:04+00:00,0,0,,#DAX #DJI #stocks #NDX
37,Stock Market Wrap-Up: Why the Latest Netflix Panic Is Ridiculous @themotleyfool #stocks $NFLX $^DJI $^GSPC $DIS $^IXIC,neutral,2020-05-25 15:24:27+00:00,0,0,@themotleyfool,#stocks
38,Stock Market Update: I called the top and bottom? Will it dip again? Check out my thoughts in this video. #DJI #DJIA $DIA #SP500 $SPY #StockMarket ,negative,2020-05-25 13:24:20+00:00,1,1,,#DJI #DJIA #SP500 #StockMarket
39,"SP500 Elliott Wave Market Update 25 May 2020 https://youtu.be/0iNgywTq8hs via @YouTube SP500, options trading,spread betting, US Stock Market,ETF,VOO,QQQ,NASDAQ-100,DJI, Swing Trading, S&amp;P500 news, tradinglounge, trading lounge, elliot wave,s&amp;p500",neutral,2020-05-25 00:35:18+00:00,0,0,@YouTube,
41,#ES_F $NDX $DJI $RUT $GC $CL The S&amp;P 500 in sitting near a key level. What can we learn from history about the odds March 23 stock market low? In this video reviews numerous BEFORE the Low / Reset vs after low/Retest #btc #Covid_19 What is most important https://www.youtube.com/watch?v=VpUThmHJROY&amp;feature=youtu.be,neutral,2020-05-24 19:51:45+00:00,1,0,,#ES_F #btc #btc #Covid_19
44,Although I am a bear and I believe the markets will crash in June. There is always a small possibility that the stock market will go for ATHs before crashing. $DJI ,negative,2020-05-23 11:07:47+00:00,0,12,,
45,$NDX Nasdaq getting tired of carrying the $SPY $SPX and $DJX $DJI Several sectors look tired and about ready for pullback or breakdown IMO. #StockMarket #Investing #stockstowatch #StocksToTrade #stocks #Charts,negative,2020-05-23 02:58:59+00:00,0,0,,#StockMarket #Investing #stockstowatch #StocksToTrade #stocks #Charts
46,$SPY $SPX $QQQ $IWM $DJI $AAPL $TSLA $FB $AMZN $GS $JPM $BAC $C $GOOGL $SPOT $XLE $BA $BABA $UVXY $LYFT $CMG #ES_F #StockMarket $ZM $MA #fridaymood #stock #Breaking #COVIDãƒ¼19 #TheFedCartel #TheFedAreCrooks #TheFedMafia #CEOsPimpingTheFed #FakeFED,neutral,2020-05-23 00:07:46+00:00,1,0,,#ES_F #StockMarket #fridaymood #stock #Breaking #COVID #TheFedCartel #TheFedAreCrooks #TheFedMafia #CEOsPimpingTheFed #FakeFED
47,We hit all levels correctly on resets with #precision #levels in #trading #ES_F #Futures $ndx $spx $dji $rut #forex #StockMarket #options #Algorithm #tradingpsychology #tradingsignals be safe and enjoy #weekend ,neutral,2020-05-22 20:44:06+00:00,0,0,,#precision #levels #trading #ES_F #Futures #forex #StockMarket #options #Algorithm #tradingpsychology #tradingsignals #weekend
49,$SPY $SPX $QQQ $IWM $DJI $AAPL $TSLA $FB $AMZN $GS $JPM $BAC $C $GOOGL $SPOT $XLE $BA $BABA $UVXY #ES_F #COVID19 #Nifty #StockMarket #StayAlert #DementiaJoe #RacistJoeBiden #RapistJoe,neutral,2020-05-22 18:32:45+00:00,1,0,,#ES_F #COVID19 #Nifty #StockMarket #StayAlert #DementiaJoe #RacistJoeBiden #RapistJoe
50,"All things considered, where do you see U.S. markets going from here? #StockMarket #DJI #Nasdaq #SPX #COVIDãƒ¼19",neutral,2020-05-22 14:29:30+00:00,0,0,,#StockMarket #DJI #Nasdaq #SPX #COVID
51, Frontline Index portray Poor Performance but Action has Shifted from Largecap Smallcap&amp; Midcaps In line with US' Russell 2000 #RUT charts better than #DJI Today Smallcap index is best Performing index among the peers! Some stocks defied Gravity! #Nifty #StockMarket ,neutral,2020-05-22 11:02:34+00:00,2,6,,#RUT #DJI #Nifty #StockMarket
53,$SPY Flushed face Money-mouth face Money-mouth face Money-mouth face $SPX $QQQ $IWM $DJI $AAPL $TSLA $FB $AMZN $GS $JPM $BAC $C $GOOGL $SPOT $XLE $BA $BABA $UVXY $LYFT $CMG #ES_F #StockMarket $ZM $MA https://discord.gg/mCDt75J,neutral,2020-05-22 04:45:49+00:00,0,2,,#ES_F #StockMarket
54,$SPY $SPX $QQQ $IWM $DJI $AAPL $TSLA $FB $AMZN $GS $JPM $BAC $C $GOOGL $SPOT $XLE $BA $BABA $UVXY $LYFT $CMG #ES_F #StockMarket $ZM $MA,neutral,2020-05-22 04:43:35+00:00,0,2,,#ES_F #StockMarket
55,Big hedge funds are selling stocks like a waterfall !! This is why the stock markets are falling!! #SNP #snp500 #stockmarkets #dax #FTSE #nasdaq #dow #DJI #dowjones #WarrenBuffet #hedgefund #forex #DAX30 #SPX #SPX500,negative,2020-05-22 03:51:28+00:00,0,2,,#SNP #snp500 #stockmarkets #dax #FTSE #nasdaq #dow #DJI #dowjones #WarrenBuffet #hedgefund #forex #DAX30 #SPX #SPX500
56,"SP500 Technical Analysis Elliott Wave 22 May 2020 https://youtu.be/-ephLHrxUbQ via @YouTube options trading,spread betting, US Stock Market,ETF,VOO,QQQ,NASDAQ-100,DJI, Swing Trading, S&amp;P500 news, tradinglounge, trading lounge, elliot wave,s&amp;p500",neutral,2020-05-21 22:26:28+00:00,0,0,@YouTube,
57,"This is one of the main reasons weâ€™ll see new ATH in the stock market this year. Once airlines, cruise lines, industrials and other laggard stocks start catching up itâ€™ll get us closer to the highs and FOMO will kick in to break us to new highs. $SPX $DJI ",negative,2020-05-21 20:09:40+00:00,0,5,,
58,"$BA coming back to life maybe? This shit's basically mimicking DJI, but still watch that trend line #stocks #trading #StockMarket ",negative,2020-05-21 15:41:33+00:00,0,1,,#stocks #trading #StockMarket
59,#ES_F #ES #SPX good morning O/N range H 2973.5 &amp; 2941.5 Mid P 2953.75 the ATR 2957.5 Up T 3012.25 Down T 2902.75 let's see if the what they do inside the range .(#vaccine by Oct for #Covid_19 ) $NDX $BTC $GOLD $DJI $RUT #FOREX #OPTIONS #StockMarket #tradingpsychology #Algorithms,neutral,2020-05-21 13:22:15+00:00,0,0,,#ES_F #ES #SPX #vaccine #Covid_19 #FOREX #OPTIONS #StockMarket #tradingpsychology #Algorithms
60,"big moves this week, we had NQ at 9500 - RUT had a break out , will it hold? $NDX $SPX $ES $RUT $DJI $XBI $XLK #casinos #economy #StockMarket 1) Indices 2) 20 May internals - not as strong as 18 May 3) Sector momentum - XBI+XLK up there 4) Large caps - note casino stocks ",negative,2020-05-21 07:13:15+00:00,0,0,,#casinos #economy #StockMarket
61,"Started providing stock signals through my company Manager Mint, LLC - $5/mo Average Profit: 20.59% Average Duration of profit: 8.27 days P&amp;L 2020 vs DJI: 245% vs. 2.85% P&amp;L 2020 vs S&amp;P 500: 245% vs. 7.66% Sign up here: https://www.managermint.com/stock-signals/ #stocksignals #stockmarket",neutral,2020-05-21 04:01:12+00:00,1,1,,#stocksignals #stockmarket
62,"I can say this: Watch M & A closely. Pick a sector. Dig around. Pick your price. Stand your ground. One is staring you right in the eye, right now. Go vertical...who has CASH ? Bingo. Now look at book. I canâ€™t say anything more. #StockMarket #Traders #markets $DJI",neutral,2020-05-21 02:52:55+00:00,0,1,,#StockMarket #Traders #markets
63,$VIX so far refusing to go lower. $SPX $SPY $NASDAQ $DJI $DJIA #StockMarket ,negative,2020-05-21 02:42:40+00:00,2,4,,#StockMarket
64,#DJI #StockMarket Futures closed above 610 ma 3h. I hope it is not fake out ,negative,2020-05-20 21:02:12+00:00,0,0,,#DJI #StockMarket
65,#DJI #StockMarket Futures has been bumping into 610 ma 3h. 21 ma is supporting and squeezing upwards. It will have to decide very soon. ,negative,2020-05-20 20:18:28+00:00,0,1,,#DJI #StockMarket
66, #GreenDay $SPX $DJI $NDX $RUT #NYSE #StockMarket ,positive,2020-05-20 20:08:25+00:00,0,0,,#GreenDay #NYSE #StockMarket
67,So $dji $spx #StockMarket #oil all moved up BUT #Bitcoin #BTC moved down? Technically this shows more signs of decoupling from traditional markets We obviously very happy wen its other way round....so is this $btc dump a good thing? ,positive,2020-05-20 18:00:50+00:00,0,33,,#StockMarket #oil #Bitcoin #Bitcoin #BTC #BTC
68," Today in Stock Market history: 35 years ago, today in 1985 Dow Jones Industrial Average (#DJI) closed above 1300 for the 1st time. Currently, $DJI is at ~23500 So â‚¹10,000 invested in DJI then; is now worth ~â‚¹1,72,000 which is a gain of ~1720% (Ignoring â‚¹ depreciation)",neutral,2020-05-20 17:04:00+00:00,0,2,,#DJI
69,"Just a reminder that surging Dow numbers are almost entirely rallying because of a vaccine, not because of â€œTrump inflating the stock market.â€ $DJI numbers are based off of probability of future recovery, not entirely current conditions. #markets #finance",negative,2020-05-19 19:17:24+00:00,0,1,,#markets #finance
70,Itâ€™s almost a ritual: 3:00 pm and stocks suddenly cliff dive! #stockmarket #stocks $DJI ,negative,2020-05-19 19:06:30+00:00,0,4,,#stockmarket #stocks
71,Celebrate our 2nd Anniversary! 100 shares of GOOG waiting to be claimed! #tuesdayvibes #Trump #StockMarket $SPX $GOOG $DJI $TSLA #lockdown2020 #hydroxychloriquine,neutral,2020-05-19 16:32:11+00:00,0,0,,#tuesdayvibes #Trump #StockMarket #lockdown2020 #hydroxychloriquine
72,Stock markets fall is accelerating!! #SNP #snp500 #stockmarkets #dax #FTSE #nasdaq #dow #DJI #dowjones #WarrenBuffet #hedgefund #forex #DAX30 #SPX #SPX500,negative,2020-05-19 13:39:31+00:00,0,0,,#SNP #snp500 #stockmarkets #dax #FTSE #nasdaq #dow #DJI #dowjones #WarrenBuffet #hedgefund #forex #DAX30 #SPX #SPX500
73,"(Thread) 1/2 - On the Stock Market: A short term investment strategy from somebody who does not invest in anything other than a morning cup of coffee. If the DJI is under 24k, buy something. If over 24k, sell something.",neutral,2020-05-19 11:24:28+00:00,0,0,,
74,Stock Market Wrap-Up: The Real Reason Aurora Cannabis Stock Lit Up on Monday @themotleyfool #stocks $ACB $^DJI $^GSPC $^IXIC $TLRY,neutral,2020-05-19 11:08:59+00:00,0,0,@themotleyfool,#stocks
75,Stock markets are falling!! #SNP #snp500 #stockmarkets #dax #FTSE #nasdaq #dow #DJI #dowjones #WarrenBuffet #hedgefund #forex #DAX30 #SPX #SPX500,negative,2020-05-19 09:21:18+00:00,0,0,,#SNP #snp500 #stockmarkets #dax #FTSE #nasdaq #dow #DJI #dowjones #WarrenBuffet #hedgefund #forex #DAX30 #SPX #SPX500
76,Stock markets are falling!! #SNP #snp500 #stockmarkets #dax #FTSE #nasdaq #dow #DJI #dowjones #WarrenBuffet #hedgefund #forex #DAX30 #SPX #SPX500,negative,2020-05-19 09:13:36+00:00,0,1,,#SNP #snp500 #stockmarkets #dax #FTSE #nasdaq #dow #DJI #dowjones #WarrenBuffet #hedgefund #forex #DAX30 #SPX #SPX500
77,Stock Market Wrap-Up: The Real Reason Aurora Cannabis Stock Lit Up on Monday @themotleyfool #stocks $ACB $^DJI $^GSPC $^IXIC $TLRY https://www.fool.com/investing/2020/05/18/stock-market-wrap-up-the-real-reason-aurora-cannab.aspx,neutral,2020-05-19 08:27:36+00:00,0,0,@themotleyfool,#stocks
78,Stock Market Wrap-Up: The Real Reason @Aurora_MMJ #Stock Lit Up on Monday @themotleyfool #stocks $ACB $^DJI $^GSPC $^IXIC $TLRY https://www.fool.com/investing/2020/05/18/stock-market-wrap-up-the-real-reason-aurora-cannab.aspx,neutral,2020-05-19 01:44:47+00:00,0,1,@Aurora_MMJ @themotleyfool,#Stock #stocks
79,The gap between USA's top stock indexes and its macroeconomic data is certainly dangerous and perplexing. #Stocks #Stock #StockMarket #Economy #Finance #Investment #Investing #SP500 #DowJones #Nasdaq #Forex #Bonds #Gold #FX #DJI #SPX #NDX #DAX #CoronaCrash #TheNewYorkTimes,negative,2020-05-18 22:23:18+00:00,0,0,,#Stocks #Stock #StockMarket #Economy #Finance #Investment #Investing #SP500 #DowJones #Nasdaq #Forex #Bonds #Gold #FX #DJI #SPX #NDX #DAX #CoronaCrash #TheNewYorkTimes
80,"Stock market will be reflecting this soon, $DJI $SPY $QQQ $DIA $ccl $wynn $rcl",neutral,2020-05-18 22:12:13+00:00,0,0,,
81,"Mr. Market seems to have decided for more gains to follow. Incredibly strong. Only a shallow retracement for wave 2B circled, but enough. If major weakness sets in, keep an expanded flat in mind. $SPY $SPX #NQ_F $NQ_F $QQQ #SPY #SPX #NDX $DJI #DJI #StockMarket S&amp;P Index 3H https://twitter.com/thewaveinvestor/status/1261046756239949827",positive,2020-05-18 20:11:04+00:00,1,4,,#NQ_F #SPY #SPX #NDX #DJI #StockMarket
82,#DJI #StockMarket Dow is push up against 0.618 fibo second time. ,positive,2020-05-18 17:45:56+00:00,0,3,,#DJI #StockMarket
83,So after all this $DJI aging so well.. see #DOW trying to catch up with 25k target ;) #StockMarket #stocks #COVID19 #callherdaddy #UmbrellaAcademy #bringbackuaeresidents #webinar #AnimalCrossingNewHorizons,positive,2020-05-18 16:45:30+00:00,0,0,,#DOW #StockMarket #stocks #COVID19 #callherdaddy #UmbrellaAcademy #UmbrellaAcademy #bringbackuaeresidents #webinar #AnimalCrossingNewHorizons #AnimalCrossingNewHorizons
84,"Why are the markets running up today? Because Powell said ""the fed is no where close to exhausting it's ammo"". I.e. they will print more money for stimulus if markets go down again. $SPY $DJI. Economic recession does not = stock market recession",negative,2020-05-18 14:54:18+00:00,0,3,,
85,$SPY Keep them eyes on $293 $SPX $QQQ $IWM $DJI $AAPL $TSLA $FB $AMZN $GS $JPM $BAC $C $GOOGL $SPOT $XLE $BA $BABA $UVXY $LYFT $CMG #ES_F #StockMarket $ZM $MA Just practicing ,neutral,2020-05-18 13:54:30+00:00,0,0,,#ES_F #StockMarket
86,#btc #stockmarket #DJI C. Dow jones is firing up. No decoupling. https://twitter.com/xxxtruth1/status/1260625770558509065,positive,2020-05-18 12:11:28+00:00,0,0,,#btc #btc #stockmarket #DJI
87,"Powell and Moderna to the markets - We are going to PUMP, you UP! $SPY $DJI #StockMarket ",positive,2020-05-18 11:51:07+00:00,0,3,,#StockMarket
88,#DJI will fall AT LEAST a 50% from it's highs. #StockMarket ,negative,2020-05-18 09:30:14+00:00,0,0,,#DJI #StockMarket
89,"#WallStreet set for higher opening US markets finished higher on Friday, but were still down overall for the week. However, some stocks hit all-time highs, including #NVIDIA, #Netflix and #Peloton. â€” #etoro #stocks #stockmarket #dji #dowjones #sp500 #nasdaq",negative,2020-05-18 09:22:50+00:00,0,0,,#WallStreet #NVIDIA #Netflix #Peloton #etoro #stocks #stockmarket #dji #dowjones #sp500 #nasdaq
90,Powell be like $SPY $DJI #StockMarket ,neutral,2020-05-18 00:49:39+00:00,1,3,,#StockMarket
91,"Fed just said, ""hold my beer"" we got more juice. This money on the sidelines will be coming in strong. $SPY $DJI #StockMarket ",positive,2020-05-18 00:45:53+00:00,2,3,,#StockMarket
93,"Stock markets are falling!! Do you see THE HALF ""W"" at the end of the chart? #SNP #snp500 #stockmarkets #dax #FTSE #nasdaq #dow #DJI #dowjones #WarrenBuffet #hedgefund #forex #DAX30 #SPX #SPX500",negative,2020-05-17 19:14:31+00:00,2,1,,#SNP #snp500 #stockmarkets #dax #FTSE #nasdaq #dow #DJI #dowjones #WarrenBuffet #hedgefund #forex #DAX30 #SPX #SPX500
94,"Bear case: Massive unemployment, bankruptcies, defaults, astronomically high debt to GDP, consumer confidence plunging, historically richly valued indexes Bull case: Stocks are going up #stocks #stockmarket $SPY $DJI $NDX",negative,2020-05-17 15:39:13+00:00,0,2,,#stocks #stockmarket
95, #SaturdayMorning #SundayThoughts #COVIDãƒ¼19 #ThisWeek #technology $SPY $SPX $QQQ $IWM $DJI $AAPL $TSLA $FB $AMZN $GS $JPM $BAC $C $GOOGL $SPOT $XLE $BA $BABA $UVXY $LYFT $CMG #ES_F #StockMarket #stocks #bitcoin #ObasaGate,neutral,2020-05-17 14:58:55+00:00,0,0,,#SaturdayMorning #SundayThoughts #COVID #ThisWeek #technology #ES_F #StockMarket #stocks #bitcoin #bitcoin #ObasaGate
97,This song describes the prevailing mood of the nation... 'Torn To Pieces' by Pop Evil https://youtu.be/e8A9J94UWI8 #COVID #StockMarket $spy $spx $qqxq $ndx $rty $iwm $dji $dia $es_f $ym_f $vix #LosAngeles,negative,2020-05-17 11:24:20+00:00,1,0,,#COVID #StockMarket #LosAngeles
99,"We wrote about the dangerous divergences in the markets from Jan thru early Feb. This chart compares the â€œtrue broad stock marketâ€ (VALUG Index) with the popular major averages $DJI, $SPY, &amp; $QQQ. This is so similar to right now! Read more in our report: https://bit.ly/DCCrashOf2020Rpt",neutral,2020-05-16 15:30:21+00:00,2,4,,
100,pictures don't lie. $SPY in distribution big time (notice up/dn on price versus volume) . They will milk it all they can. Get out of the way or volunteer to become a bag holder. $SPX #StockMarket $SH $DJIA $DJI $VIX $QQQ $NASDAQ $COMPQ $IWM,negative,2020-05-15 16:02:38+00:00,0,1,,#StockMarket
101,$SPY I see you Powell! Trying 2 look all pretty.. $SPY $SPX $QQQ $IWM $DJI $AAPL $TSLA $FB $AMZN $GS $JPM $BAC $C $GOOGL $SPOT $XLE $BA $BABA $UVXY $LYFT $CMG #ES_F #StockMarket $ZM,neutral,2020-05-15 14:52:22+00:00,0,1,,#ES_F #StockMarket
102,"Nice ""bullish"" chart for $MSFT . 185 still possible, but then will come another trip tp 135 or lower. $SPY $QQQ $DJIA $DJI $NDX $IWM $NASDAQ $COMPQ #StockMarket ",negative,2020-05-15 14:34:47+00:00,0,0,,#StockMarket
103,US indices down at open $SPX $IXIC $DJI #stock #StockMarket #NYSE #stockstowatch,negative,2020-05-15 13:35:17+00:00,0,0,,#stock #StockMarket #NYSE #stockstowatch
104,DJI Index News - Dow Jones Stock Market Industry Index (DJI) Today? Â» Latest Stock Market News #DJI #DJIA #DowJones #Today #Dow #Jones #stock #stockmarket #stockexchange #Ä±ndex #news #latestnews https://stockmarket.sondakikaborsa.com/dji-index-news-dow-jones-stock-market-industry-index-dji-today/ @sondakikaborsa aracÄ±lÄ±ÄŸÄ±yla,neutral,2020-05-15 08:52:08+00:00,0,0,@sondakikaborsa,#DJI #DJIA #DowJones #Today #Dow #Jones #stock #stockmarket #stockexchange #news #latestnews
105,DJI Index News â€“ Dow Jones Stock Market Industry Index (DJI) Today? https://stockmarket.sondakikaborsa.com/dji-index-news-dow-jones-stock-market-industry-index-dji-today/,neutral,2020-05-15 08:14:27+00:00,0,0,,
106,"Big Wallstreet funds are NOT shorting US stock market right now - they are waiting on the sidelines It is retail, including those who bought #Bitcoin $BTC at $17,000, who are avidly look to short $SPX, $DJI What if US stock market reaches a new high this year?",positive,2020-05-15 03:47:03+00:00,2,7,,#Bitcoin #Bitcoin
