,Text,Sentiment,Date,Favorites,Retweets,Mentions,HashTags
24,A license to print money = Stock Market rally $DJI ,positive,2020-05-27 19:59:29+00:00,2,3,,
25,Taking profit in yesterday's $IWM long to close out this pairs trade for another win-win! $SPY $DJI #trading #investing #stocks #markets #StockMarket #SwingTrading #DayTrading,positive,2020-05-27 17:06:08+00:00,0,2,,#trading #investing #stocks #markets #StockMarket #SwingTrading #DayTrading
28,Itâ€™s true! It takes a certain type of man to admit when a woman knows more especially when it comes to the #stockmarket Yes the job is too fun sometimes Especially when I get to mix in my #geekmode too thatâ€™s the best #business #stockmarket #technology $dji $spy,neutral,2020-05-26 22:56:47+00:00,15,185,,#stockmarket #geekmode #business #stockmarket #technology
30,#Stockmarket RALLY with #Dow 500pts+ Crossing 25k #Tuesday S&amp;P500 crosses 3k #Reopening rallied #Travel stocks including: #Cruiselines #Airlines #Casino #stocks Meantime #NewYork #StockExchange reopens with the Dow celebrating 124 years this week $dji #foxnews,positive,2020-05-26 20:37:31+00:00,12,57,,#Stockmarket #Dow #Tuesday #Reopening #Travel #Cruiselines #Airlines #Casino #stocks #NewYork #StockExchange #foxnews
32,My thoughts keep coming back to this chart. As the real economy has crashed in Venezuela the stock market went through the roof due to gov policy. Is this what is happening to the U.S? $SPY $SPX $DOW $DJI ,negative,2020-05-26 18:24:44+00:00,0,0,,
33,Stock Market News: Why Shares of Cruise Companies Are Soaring as Moderna Plunges @themotleyfool #stocks $RCL $CCL $NVAX $NCLH $^DJI $^GSPC $MRK $^IXIC $MRNA,neutral,2020-05-26 16:31:02+00:00,0,0,@themotleyfool,#stocks
34,#DowJones #DJI #markets #StockMarket #live #trade #trading,neutral,2020-05-26 15:33:05+00:00,0,0,,#DowJones #DJI #markets #StockMarket #live #trade #trading
35," excited ! looks like a solid day in the stock markets today! DOW over 25k FTSE 100 over 6k .. S&amp;P over 3k #Markets .. DJI right now +2,76%",positive,2020-05-26 15:31:37+00:00,0,0,,#Markets
46,$SPY $SPX $QQQ $IWM $DJI $AAPL $TSLA $FB $AMZN $GS $JPM $BAC $C $GOOGL $SPOT $XLE $BA $BABA $UVXY $LYFT $CMG #ES_F #StockMarket $ZM $MA #fridaymood #stock #Breaking #COVIDãƒ¼19 #TheFedCartel #TheFedAreCrooks #TheFedMafia #CEOsPimpingTheFed #FakeFED,neutral,2020-05-23 00:07:46+00:00,1,0,,#ES_F #StockMarket #fridaymood #stock #Breaking #COVID #TheFedCartel #TheFedAreCrooks #TheFedMafia #CEOsPimpingTheFed #FakeFED
47,We hit all levels correctly on resets with #precision #levels in #trading #ES_F #Futures $ndx $spx $dji $rut #forex #StockMarket #options #Algorithm #tradingpsychology #tradingsignals be safe and enjoy #weekend ,neutral,2020-05-22 20:44:06+00:00,0,0,,#precision #levels #trading #ES_F #Futures #forex #StockMarket #options #Algorithm #tradingpsychology #tradingsignals #weekend
54,$SPY $SPX $QQQ $IWM $DJI $AAPL $TSLA $FB $AMZN $GS $JPM $BAC $C $GOOGL $SPOT $XLE $BA $BABA $UVXY $LYFT $CMG #ES_F #StockMarket $ZM $MA,neutral,2020-05-22 04:43:35+00:00,0,2,,#ES_F #StockMarket
55,Big hedge funds are selling stocks like a waterfall !! This is why the stock markets are falling!! #SNP #snp500 #stockmarkets #dax #FTSE #nasdaq #dow #DJI #dowjones #WarrenBuffet #hedgefund #forex #DAX30 #SPX #SPX500,negative,2020-05-22 03:51:28+00:00,0,2,,#SNP #snp500 #stockmarkets #dax #FTSE #nasdaq #dow #DJI #dowjones #WarrenBuffet #hedgefund #forex #DAX30 #SPX #SPX500
56,"SP500 Technical Analysis Elliott Wave 22 May 2020 https://youtu.be/-ephLHrxUbQ via @YouTube options trading,spread betting, US Stock Market,ETF,VOO,QQQ,NASDAQ-100,DJI, Swing Trading, S&amp;P500 news, tradinglounge, trading lounge, elliot wave,s&amp;p500",neutral,2020-05-21 22:26:28+00:00,0,0,@YouTube,
59,#ES_F #ES #SPX good morning O/N range H 2973.5 &amp; 2941.5 Mid P 2953.75 the ATR 2957.5 Up T 3012.25 Down T 2902.75 let's see if the what they do inside the range .(#vaccine by Oct for #Covid_19 ) $NDX $BTC $GOLD $DJI $RUT #FOREX #OPTIONS #StockMarket #tradingpsychology #Algorithms,neutral,2020-05-21 13:22:15+00:00,0,0,,#ES_F #ES #SPX #vaccine #Covid_19 #FOREX #OPTIONS #StockMarket #tradingpsychology #Algorithms
65,#DJI #StockMarket Futures has been bumping into 610 ma 3h. 21 ma is supporting and squeezing upwards. It will have to decide very soon. ,negative,2020-05-20 20:18:28+00:00,0,1,,#DJI #StockMarket
66, #GreenDay $SPX $DJI $NDX $RUT #NYSE #StockMarket ,positive,2020-05-20 20:08:25+00:00,0,0,,#GreenDay #NYSE #StockMarket
67,So $dji $spx #StockMarket #oil all moved up BUT #Bitcoin #BTC moved down? Technically this shows more signs of decoupling from traditional markets We obviously very happy wen its other way round....so is this $btc dump a good thing? ,positive,2020-05-20 18:00:50+00:00,0,33,,#StockMarket #oil #Bitcoin #Bitcoin #BTC #BTC
71,Celebrate our 2nd Anniversary! 100 shares of GOOG waiting to be claimed! #tuesdayvibes #Trump #StockMarket $SPX $GOOG $DJI $TSLA #lockdown2020 #hydroxychloriquine,neutral,2020-05-19 16:32:11+00:00,0,0,,#tuesdayvibes #Trump #StockMarket #lockdown2020 #hydroxychloriquine
73,"(Thread) 1/2 - On the Stock Market: A short term investment strategy from somebody who does not invest in anything other than a morning cup of coffee. If the DJI is under 24k, buy something. If over 24k, sell something.",neutral,2020-05-19 11:24:28+00:00,0,0,,
79,The gap between USA's top stock indexes and its macroeconomic data is certainly dangerous and perplexing. #Stocks #Stock #StockMarket #Economy #Finance #Investment #Investing #SP500 #DowJones #Nasdaq #Forex #Bonds #Gold #FX #DJI #SPX #NDX #DAX #CoronaCrash #TheNewYorkTimes,negative,2020-05-18 22:23:18+00:00,0,0,,#Stocks #Stock #StockMarket #Economy #Finance #Investment #Investing #SP500 #DowJones #Nasdaq #Forex #Bonds #Gold #FX #DJI #SPX #NDX #DAX #CoronaCrash #TheNewYorkTimes
81,"Mr. Market seems to have decided for more gains to follow. Incredibly strong. Only a shallow retracement for wave 2B circled, but enough. If major weakness sets in, keep an expanded flat in mind. $SPY $SPX #NQ_F $NQ_F $QQQ #SPY #SPX #NDX $DJI #DJI #StockMarket S&amp;P Index 3H https://twitter.com/thewaveinvestor/status/1261046756239949827",positive,2020-05-18 20:11:04+00:00,1,4,,#NQ_F #SPY #SPX #NDX #DJI #StockMarket
82,#DJI #StockMarket Dow is push up against 0.618 fibo second time. ,positive,2020-05-18 17:45:56+00:00,0,3,,#DJI #StockMarket
83,So after all this $DJI aging so well.. see #DOW trying to catch up with 25k target ;) #StockMarket #stocks #COVID19 #callherdaddy #UmbrellaAcademy #bringbackuaeresidents #webinar #AnimalCrossingNewHorizons,positive,2020-05-18 16:45:30+00:00,0,0,,#DOW #StockMarket #stocks #COVID19 #callherdaddy #UmbrellaAcademy #UmbrellaAcademy #bringbackuaeresidents #webinar #AnimalCrossingNewHorizons #AnimalCrossingNewHorizons
85,$SPY Keep them eyes on $293 $SPX $QQQ $IWM $DJI $AAPL $TSLA $FB $AMZN $GS $JPM $BAC $C $GOOGL $SPOT $XLE $BA $BABA $UVXY $LYFT $CMG #ES_F #StockMarket $ZM $MA Just practicing ,neutral,2020-05-18 13:54:30+00:00,0,0,,#ES_F #StockMarket
86,#btc #stockmarket #DJI C. Dow jones is firing up. No decoupling. https://twitter.com/xxxtruth1/status/1260625770558509065,positive,2020-05-18 12:11:28+00:00,0,0,,#btc #btc #stockmarket #DJI
87,"Powell and Moderna to the markets - We are going to PUMP, you UP! $SPY $DJI #StockMarket ",positive,2020-05-18 11:51:07+00:00,0,3,,#StockMarket
90,Powell be like $SPY $DJI #StockMarket ,neutral,2020-05-18 00:49:39+00:00,1,3,,#StockMarket
91,"Fed just said, ""hold my beer"" we got more juice. This money on the sidelines will be coming in strong. $SPY $DJI #StockMarket ",positive,2020-05-18 00:45:53+00:00,2,3,,#StockMarket
94,"Bear case: Massive unemployment, bankruptcies, defaults, astronomically high debt to GDP, consumer confidence plunging, historically richly valued indexes Bull case: Stocks are going up #stocks #stockmarket $SPY $DJI $NDX",negative,2020-05-17 15:39:13+00:00,0,2,,#stocks #stockmarket
95, #SaturdayMorning #SundayThoughts #COVIDãƒ¼19 #ThisWeek #technology $SPY $SPX $QQQ $IWM $DJI $AAPL $TSLA $FB $AMZN $GS $JPM $BAC $C $GOOGL $SPOT $XLE $BA $BABA $UVXY $LYFT $CMG #ES_F #StockMarket #stocks #bitcoin #ObasaGate,neutral,2020-05-17 14:58:55+00:00,0,0,,#SaturdayMorning #SundayThoughts #COVID #ThisWeek #technology #ES_F #StockMarket #stocks #bitcoin #bitcoin #ObasaGate
102,"Nice ""bullish"" chart for $MSFT . 185 still possible, but then will come another trip tp 135 or lower. $SPY $QQQ $DJIA $DJI $NDX $IWM $NASDAQ $COMPQ #StockMarket ",negative,2020-05-15 14:34:47+00:00,0,0,,#StockMarket
105,DJI Index News â€“ Dow Jones Stock Market Industry Index (DJI) Today? https://stockmarket.sondakikaborsa.com/dji-index-news-dow-jones-stock-market-industry-index-dji-today/,neutral,2020-05-15 08:14:27+00:00,0,0,,
106,"Big Wallstreet funds are NOT shorting US stock market right now - they are waiting on the sidelines It is retail, including those who bought #Bitcoin $BTC at $17,000, who are avidly look to short $SPX, $DJI What if US stock market reaches a new high this year?",positive,2020-05-15 03:47:03+00:00,2,7,,#Bitcoin #Bitcoin
107,Stock Market News: Why Havenâ€™t Marijuana Stocks Boomed During Lockdowns? @themotleyfool #stocks $CGC $ACB $TLRY $^DJI $^GSPC $^IXIC $MJ,neutral,2020-05-15 01:08:52+00:00,0,0,@themotleyfool,#stocks
112,Take care of your hair because: - the stock market reminds you of Head and Shoulders - trading right now will make you bald $SPY #AMZN #MSFT #TSLA #SPY #DJI #AAPL #WORK,negative,2020-05-14 14:18:52+00:00,0,1,,#AMZN #MSFT #TSLA #SPY #DJI #AAPL #WORK
114,"The media has been reporting ""fear"". In fact, the US Q1 earnings report is very good. Only Q2 and Q3 earnings reports will be affected. Picï¼šINX-DJI-Max #Stockmarket ",positive,2020-05-14 03:35:35+00:00,0,2,,#Stockmarket
120,Bitcoin go up. Stock market go down. Been calling a 24 $dji top for weeks now. ,negative,2020-05-13 19:20:34+00:00,0,0,,
124,#Exchange #NewYorkStockExchange #NYSE #TheBigBoard #DowJonesIndustrialAverage #DJIA #DJI #StockMarketIndex #StockMarket #SandPGlobal #CMEGroup #NASDAQ #JapanExchangeGroup #ShanghaiStockExchange #Euronext #LondonStockExchange #HongKongStockExchange #ShenzhenStockExchange #TMXGroup,neutral,2020-05-13 15:17:31+00:00,0,0,,#Exchange #NewYorkStockExchange #NYSE #TheBigBoard #DowJonesIndustrialAverage #DJIA #DJI #StockMarketIndex #StockMarket #SandPGlobal #CMEGroup #NASDAQ #JapanExchangeGroup #ShanghaiStockExchange #Euronext #LondonStockExchange #HongKongStockExchange #ShenzhenStockExchange #TMXGroup
126,$SPY $SPX $QQQ $IWM $DJI $AAPL $TSLA $FB $AMZN $GS $JPM $BAC $C $GOOGL $SPOT $XLE $BA $BABA $UVXY $LYFT $CMG #ES_F #StockMarket #stocks $ZM $WYNN,neutral,2020-05-13 05:01:11+00:00,0,1,,#ES_F #StockMarket #stocks
134,"Feds are buying corporate junk bonds just two push the stock market even higher,these are all fake numbers! Places are closed for month's and stock price going up as they file bankruptcy! $DJI $SPY $NDAQ $QQQ $CBAY $NVAX $DGAZ $UGAZ $CVN $TEAM $MARK $C $HOG $GM $F $UBER $LYFT $ZM",negative,2020-05-12 12:25:46+00:00,0,1,,
137,Trump orders federal retirement money invested in Chinese equities to be pulled https://fxn.ws/35SRcDv $SPY $SPX $QQQ $IWM $DJI $AAPL $TSLA $FB $AMZN $GS $JPM $BAC $C $GOOGL $SPOT $XLE $BA $BABA $UVXY $MA $LYFT $CMG #ES_F #StockMarket #tradewar2 #coronavirus #COVID19,neutral,2020-05-12 02:51:52+00:00,0,1,,#ES_F #StockMarket #tradewar2 #coronavirus #COVID19
138,Happy new #trading week!!!! Hereâ€™s what Iâ€™m watching this week $SIRI $BTCUSD $AMD $DIS $NFLX $AMAZ $MSFT $AAPL - #StockMarket #StocksToTrade #NYSE $DJI $NDX $SPX #NASDAQ #dowjones #SP500 #crypto #Bitcoin #investing,positive,2020-05-11 17:01:55+00:00,0,0,,#trading #StockMarket #StocksToTrade #NYSE #NASDAQ #dowjones #SP500 #crypto #Bitcoin #Bitcoin #investing
139,the raw enormity of the policy response https://themarketear.com/posts/ceSA55zTYl DID YOU GET ANY OF THE MONEY? BANKS AND HEDGE FUNDS SLEEP WELL. #StockMarket #FranklinTempleton $spy $spx $ndx $qqq $rty $iwm $dji $dia #FederalGovernment #money #MoneyHeist #snatch #casino,neutral,2020-05-11 16:18:56+00:00,0,0,,#StockMarket #FranklinTempleton #FederalGovernment #money #MoneyHeist #snatch #casino
140,Quelles actions europÃ©ennes acheter aujourd'hui ? #CAC40 #DAX #DOWJONES #US500 $SPY $DJI #investing #stocks #StockMarket #inbev $BUD #COVID19,neutral,2020-05-11 07:59:54+00:00,0,0,,#CAC40 #DAX #DOWJONES #US500 #investing #stocks #StockMarket #inbev #COVID19
147,I think the stock market has decoupled from reality. $DJI $BTC,negative,2020-05-10 11:00:49+00:00,0,1,,
153,Do you feel the financial media vortex seems to be massaging a hopeful uncertain stock market UV recovery? $QQQ $SPY $DJI,positive,2020-05-09 17:33:15+00:00,0,0,,
154,$TSLA $SPY $SPX $QQQ $IWM $DJI $AAPL $FB $AMZN $GS $JPM $BAC $C $GOOGL $SPOT $XLE $BA $BABA $UVXY #ES_F #COVID19 #BREAKING #SaturdayMorning #SaturdayMotivation #SaturdayVibes #StockMarket ,neutral,2020-05-09 14:45:34+00:00,0,1,,#ES_F #COVID19 #BREAKING #SaturdayMorning #SaturdayMotivation #SaturdayVibes #StockMarket
157,"#US #Stocks have experienced an impressive rally since the big drop, but the 14-week EMA is limiting any potential moves to the upside. Price is above the 200 EMA. $DJI #Dow #stockmarket #Markets #USA #market #trading #stockmarketcrash #COVID19",negative,2020-05-08 21:46:38+00:00,0,1,,#US #Stocks #Dow #stockmarket #Markets #USA #market #trading #stockmarketcrash #COVID19
160,"This morning, US markets are expected to extend gains, as futures indicate a 300-point increase by the DJ30. â€” #etoro #dji #djia #dowjones #wallstreet #usstocks #stockmarket ",positive,2020-05-08 07:52:10+00:00,0,0,,#etoro #dji #djia #dowjones #wallstreet #usstocks #stockmarket
165,"@federalreserve It sure would be nice if most of the stimulus money was actually going back into the real economy, not just propping up the stock market bubble you helped build! $SPX $SPY $QQQ $AAPL $DJI $NDX",negative,2020-05-07 14:14:22+00:00,0,1,@federalreserve,
167,The S&P Futures are looking as further upside is to come $SPY $SPX #NQ_F $NQ_F $QQQ #SPY #SPX $NDX #NDX $DJI $DIA #DJI #DIA #stocks #StockMarket ,positive,2020-05-07 08:47:25+00:00,3,7,,#NQ_F #SPY #SPX #NDX #DJI #DIA #stocks #StockMarket
168,Stock futures point to slight gains for the #DJ30 (#DJI) when #WallStreet opens today. â€” #etoro #dowjones #djia #stockmarket #indicestrading,positive,2020-05-07 07:08:03+00:00,0,0,,#DJ30 #DJI #WallStreet #etoro #dowjones #djia #stockmarket #indicestrading
172,"#stockmarket % change MTD/ % change from 4/1/20 $DJI -2.8/ +7.7 $SPX -2.1/ +10.3 $NDX +0.1/ +15.1 a little setback this week, but #stocks still recovering steadily, #NASDAQ being the strongest RN. - #NYSE #DowJones #SP500 #TradingSignals @tradingview #investing #trading",positive,2020-05-06 23:03:58+00:00,0,1,@tradingview,#stockmarket #stocks #NASDAQ #NYSE #DowJones #SP500 #TradingSignals #investing #trading
174,#stockmarket #stockstowatch #tradingplan #DowJones #NASDAQ #SP500 $SPX $NDX $DJI #NYSE #TradingSignals,neutral,2020-05-06 20:22:46+00:00,0,0,,#stockmarket #stockstowatch #tradingplan #DowJones #NASDAQ #SP500 #NYSE #TradingSignals
176,"Special Magic Radio: ""Imagine the realization..."" #StockMarket #Stock #stockstowatch $spy $ndx $dji $rty $vix $es_f",neutral,2020-05-06 20:14:27+00:00,0,1,,#StockMarket #Stock #stockstowatch
177,$SPX $NDX $DJI - if there is ever a widely accepted disconnect between the stock market and the economic numbers -- always favor the stock market's signal.,neutral,2020-05-06 18:04:28+00:00,0,0,,
183,1|The US stock Market lost over $11.5T in value since February 19 highs. Stock market has retraced 50% A rough estimate of $6T in stimulus money was injected into the economy If 75% of the $6T went to big corporations So do they print more $$or do we dump? #DJI #SPX #BTC,negative,2020-05-06 02:27:30+00:00,2,5,,#DJI #SPX #BTC #BTC
187,"#MorganStanley Strategist Calls For More Stock Market Upside, Will #Bitcoin Follow? - #BTCUSD #DJI #SP500 - https://paulcrypto.com/2020/05/05/morgan-stanley-strategist-calls-for-more-stock-market-upside-will-bitcoin-follow/",positive,2020-05-05 20:32:41+00:00,0,0,,#MorganStanley #Bitcoin #Bitcoin #BTCUSD #DJI #SP500
190,Equities on the United States stock markets traded higher at the opening bell with the Dow Jones gaining more than 200 index points as earnings season heats up $DJI $NDX $INX #EURUSD,positive,2020-05-05 13:31:28+00:00,1,0,,#EURUSD
191,"Stock Market Wrap-Up: Buffett Talks Pot, but Here's Who's Buying Marijuana Stock @themotleyfool #stocks $STZ $CGC $^DJI $^GSPC $^IXIC ",neutral,2020-05-05 12:49:23+00:00,0,2,@themotleyfool,#stocks
192,"Stock Market Wrap-Up: Buffett Talks Pot, but Here's Who's Buying Marijuana Stock @themotleyfool #stocks $STZ $CGC $^DJI $^GSPC $^IXIC https://www.fool.com/investing/2020/05/04/stock-market-wrap-up-buffett-talks-pot-but-heres-w.aspx",neutral,2020-05-05 10:44:38+00:00,0,0,@themotleyfool,#stocks
193,"Futures point to more gains on #WallStreet: US markets finished higher yesterday, despite starting the trading day in the red. This morning, futures indicate a 200-point increase for the #DJ30 when markets open. â€” #etoro #dji #djia #dowjones #stocktrader #stockmarket ",positive,2020-05-05 07:07:58+00:00,0,0,,#WallStreet #DJ30 #etoro #dji #djia #dowjones #stocktrader #stockmarket
194,So far so good. Could be the start to a very explosive rally here for the US stock market heading into the election. $DJI $DIA $DJIA,positive,2020-05-05 04:47:56+00:00,0,0,,
198,Ruh-Roh Time For Stock Market Bulls? Keep An Eye On These Bearish Reversals $SPX $DJI $DJT https://talkmarkets.com/content/us-markets/ruh-roh-time-for-stock-market-bulls-keep-an-eye-on-these-bearish-reversals?post=260809,positive,2020-05-04 14:16:10+00:00,0,0,,
200,"STOCK HIT RESISTANCE AND FALL, TRANSPORTATION SECTOR FORMS TOPPING PATTERN 5/6 https://www.thetechnicaltraders.com/partners/idevaffiliate.php?id=513&amp;url=https://www.thetechnicaltraders.com/tran-spy-setup-intermediate-topping-patterns/ What happened in 2000 is what I feel is happening this year with the stock market sell-off. #SPY #spx $SPX $SPY $DJIA $DJI $ES $ES_F",negative,2020-05-04 13:17:31+00:00,0,1,,#SPY #spx
211,"I know. Right wing media made it seem like he was the biggest thing to happen to stock market. He just manipulated and inflated it. Now, weâ€™re gearing up for a second wave of on the DJI.",negative,2020-05-02 18:03:27+00:00,0,1,,
212,#DJI #StockMarket chart in years of leaving gold standard. Now we are exiting petro dollar. Pattern looks very similar. In this case stock market is bullish just above the support. It means BTC is bullish too ,positive,2020-05-02 10:17:46+00:00,0,0,,#DJI #StockMarket
214,"The stock market closed out its biggest month in 33 years this week, but is the bull rally too optimistic? Plus, #Bitcoin broke $9k. Will it head higher or test March's $3858 low? Don't get mad, #GetIrked with the #WeekInReview: https://bit.ly/Gi-WiR89 $DJI $IXIC $SPX $BTC",neutral,2020-05-01 20:01:00+00:00,0,0,,#Bitcoin #Bitcoin #GetIrked #WeekInReview
215,"Stock Market News: Amazon Dips, but Clorox Cleans Up @themotleyfool #stocks $AMZN $CLX $^DJI $^GSPC $^IXIC ",neutral,2020-05-01 18:05:34+00:00,0,2,@themotleyfool,#stocks
222,"I had to get involved and chase this down. The DJI sat below 24,200 for less than a few minutes today. Getting involved at -120 was a steal. #StockMarket #Finance #DowJones 2.1u - Dow Jones: Closing number at end of the trading day: Over 24,200 (-120) #GamblingTwitter #Stocks https://twitter.com/SparkAlMac/status/1255875160764284928",negative,2020-04-30 16:41:02+00:00,1,2,,#StockMarket #Finance #DowJones #GamblingTwitter #Stocks
227,Why Is the Stock Market Hanging Its Hopes on Gilead's Remdesivir? @themotleyfool #stocks $GILD $LLY $^DJI $RHHBY $BAYRY,neutral,2020-04-30 06:45:40+00:00,0,1,@themotleyfool,#stocks
228,Stock Market Wrap-Up: Why Are Cruise Line Stocks Sailing Higher Again? @themotleyfool #stocks $RCL $CCL $NCLH $^DJI $^GSPC $^IXIC ,neutral,2020-04-30 04:30:52+00:00,0,0,@themotleyfool,#stocks
229,Stock Market Wrap-Up: Why Are Cruise Line Stocks Sailing Higher Again? @themotleyfool #stocks $RCL $CCL $NCLH $^DJI $^GSPC $^IXIC https://www.fool.com/investing/2020/04/29/stock-market-wrap-up-why-are-cruise-line-stocks-sa.aspx,neutral,2020-04-30 03:49:05+00:00,0,1,@themotleyfool,#stocks
236,Powell: Q2 data going to be the worst we've seen. Stock market go up along with everything else. $btc $dji $spx $ixic $ym $es $nq,positive,2020-04-29 19:07:01+00:00,0,1,,
237,1/3 Resetting on breaking COVID treatment news. Made up overnight gap loss with day trade (long SPY at open). Rolling all $SPY puts out to 5/22. Still hedged with long $XLF $XLE 2-to-1 short by end of day. $DJI #trading #investing #stocks #markets #StockMarket #SwingTrading,negative,2020-04-29 17:24:18+00:00,0,0,,#trading #investing #stocks #markets #StockMarket #SwingTrading
238,Who tf is manipulating the #StockMarket and can you please dm me which stocks youâ€™re buying/ selling so I can get in on it. Thanks #NYSE #DowJones #SP500 #NASDAQ $DJI $SPX $NDX,neutral,2020-04-29 16:32:51+00:00,0,2,,#StockMarket #NYSE #DowJones #SP500 #NASDAQ
241,"PART 4 US STOCK MARKET ENTERS TWILIGHT ZONE https://www.thetechnicaltraders.com/partners/idevaffiliate.php?id=513&amp;url=https://www.thetechnicaltraders.com/us-stock-market-enters-twilight-zone/ $SPY The next downside price target levels are GREY, near $173.40, and RED, near $128.00. $SPX #SPY $DJIA $DJI $ES $ES_F #stocks #finance",neutral,2020-04-29 13:56:39+00:00,1,0,,#SPY #stocks #finance
247,#NYSE #NASDAQ #StockMarket #dowjones #SP500 $DJI $NDX $SPX #trading @tradingview #tradingview #stockstowatch #stocks #TradingSignals #technicalanalysis #cryptocurrencies #Cryptocurrency #crypto $BTC #BTCUSD #Bitcoin #BitcoinHalving #blockchaintechnology,neutral,2020-04-28 23:16:38+00:00,0,0,@tradingview,#NYSE #NASDAQ #StockMarket #dowjones #SP500 #trading #tradingview #stockstowatch #stocks #TradingSignals #technicalanalysis #cryptocurrencies #Cryptocurrency #crypto #BTCUSD #Bitcoin #Bitcoin #BitcoinHalving #blockchaintechnology
251,BUY #DJI #DOW30 #dowjones at 24350 SL 24100 TP 24600/700 Follow me for the Real Time Live trading signals #forexsignal #forexsignals #trading #forextrading #GBPCAD #daytrader #stocks #stockmarket #BitcoinCash #EURJPY #EURAUD #GBPCHF #Apple #coronavirus #COVID19,positive,2020-04-28 14:07:02+00:00,1,2,,#DJI #DOW30 #dowjones #forexsignal #forexsignals #trading #forextrading #GBPCAD #daytrader #stocks #stockmarket #BitcoinCash #EURJPY #EURAUD #GBPCHF #Apple #coronavirus #COVID19
253,#NYSE #NASDAQ #StockMarket #dowjones #SP500 $DJI $NDX $SPX #trading @tradingview #tradingview #stockstowatch #stocks #TradingSignals #technicalanalysis #cryptocurrencies #Cryptocurrency #crypto $BTC #BTCUSD #Bitcoin #BitcoinHalving #blockchaintechnology,neutral,2020-04-28 04:10:29+00:00,0,1,@tradingview,#NYSE #NASDAQ #StockMarket #dowjones #SP500 #trading #tradingview #stockstowatch #stocks #TradingSignals #technicalanalysis #cryptocurrencies #Cryptocurrency #crypto #BTCUSD #Bitcoin #Bitcoin #BitcoinHalving #blockchaintechnology
